X	"1 BASE"	Y	"7120"
X	"2 INT"	Y	"9536"
X	"3 SOLVE"	Y	"9648"
X	"4 PLOT"	Y	"11344"
X	"5 INT INT"	Y	"13904"
X	"6 PLOT INT"	Y	"17240"
X	"7 PLOT SLV"	Y	"16624"
X	"8 PLOT I I"	Y	"19152"
